title,category
술 취한 채 지하철서   폭행 경찰  현역 공군대위 체포,social
조두순  선부동 이사 못한다  계약파기  보증금 위약금 돌려받아,social
한동훈  저질음모론 부추긴 이재명 등 사과하라 김의겸은 법적책임 ,social
화물연대 파업 참여율      민노총  투쟁 승리  정부  정당성 없다 ,social
원희룡 국토교통부 장관  화물연대 파업 민생 경쟁 혈관 막는 것 ,social
대전경찰   먹튀  의혹 스타일브이 오시싸 피해자 확보 주력,social
편의점 비닐봉투 음식점 종이컵 사용 금지 첫 날  계도기간이니 신경 안 써 ,social
제주       도시기본계획  공청회  제 공항 기정사실화  반발도,social
검찰  후원금 유용 의혹  강용석 변호사 자택 사무실 등 압수수색,social
 이재명 최측근  정진상 구속적부심 기각 검찰 수사 탄력,social
검찰  선거법 정치자금법 위반 혐의 강용석 자택 등 압수수색,social
심폐소생술로   대 승객 생명 구한 부산 시내버스 기사,social
검찰  이재명 계좌 추적  대장동 비리  연루 정황 찾는다,social
철도노조  준법투쟁  시작 열차 지연에 퇴근길  혼잡  우려,social
대법  미성년 자녀 둔 성전환자  성별 변경  허용 ,social
김만배 유동규  살가운 의형제 에서  살벌한 원수 될까,social
정부 대출규제에 금리인상  월 강원 예금은행 가계대출 연중 최소,social
 속보   이태원 국조 계획서  국회 본회의 통과 대검은 마약전담부서만,social
 프레스룸 날씨 일교차 큰 늦가을 내일 밤 중부 약한 비,social
 단독 검찰   총수  세  허희수     부사장 소환    계열사 부당지원  조사,social
의식 잃은   대 승객    로 살린 부산 버스 기사,social
 자막뉴스  화물연대에 이어 감귤노조까지  감귤   만 톤 유통  비상 ,social
화물연대 총파업  화물기사 적정운임 보장  수송 가로막힌 기업들  발 동동 ,social
   개월 딸 시신 김치통 보관  친모 자택 친정집 압수수색,social
  전자  가전  위  이끈 류재철 사장 승진   세 상무도 등장,social
만취상태서 지하철 기다리는 여성 폭행한 공군 대위 체포,social
민주노총 공공운수노조 화물연대  동해에서 출정식 갖고 총파업 돌입,social
아동 성범죄자 조두순  위약금    만원 받고  이사 포기 ,social
 이태원  추모시설 검토  유족 원하면 명단공개도 가능 ,social
 아빠 가  엄마 됐다 미성년자녀 둔 성전환자  성별 변경  허용  가족의자격 ,social
경찰   사과상자    개 전달 의혹  김미경 은평구청장 무혐의 결론,social
검찰   후원금 유용 의혹  강용석 변호사 자택 등 압수수색,social
내일 학교 급식 어떻게   비정규직 파업에 교육현장  비상 ,social
대장동 관계자들의  이재명 의혹  관련 발언 믿을만한가   국민      신빙성 있어   민심레이더 ,social
 골프장 예약 특혜에 상품권까지  인천 경찰간부에 징역  개월 구형,social
 제 의 창신동 모자  비극 없게 복지 사각지대  해법은 ,social
화물연대  무기한 총파업  출정식    물류대란 현실화,social
이태원 참사 뒤 소상공인 매출      뚝  서울시  긴급 융자 지원,social
헌재  아동 성학대범 공무원 군인 영구 임용 금지는 부당  종합 ,social
 징역   년  받은 조주빈  강제추행  혐의는 징역  개월,social
만취해 지하철 기다리던   뒤통수 퍽 현역 장교  현행범 체포,social
    년 초저출산 대한민국 아기 울음소리   만명  뚝 ,social
법원   심서도     손 들어줘    측 배상액 대폭 줄어,social
헌재  아동 성적 학대 유죄라도 모든 공무직과 부사관 임명 금지는 과도 ,social
한미약품 폐암신약  포지오티닙      허가 여부 오늘 판가름     바이오  ,social
민주노총 잇단 파업에 노 정 갈등 우려 노동개혁 차질 빚을수도,social
     단체  홍준표 시장에  유공자 명단 공개  발언 사과 요구,social
정진상 구속 유지  속속 짜맞춰가는 대장동 수사 퍼즐,social
화물기사는  자영업자 라더니 정부  파업 첫날  업무개시명령 검토 ,social
 성범죄자  조두순  안산 선부동으로 이사 안한다,social
급식카드 대폭 손질했지만 여전히 문전박대 당하는 결식 아동,social
주택    여 채 전세 보증금    억원 가로챈   대 구속,social
화물연대 파업  일차 되면  적치장 포화  기아 광주공장 올스톱 위기,social
내일 학교비정규직 총파업 급식 돌봄 차질 우려,social
 이재명 최측근  정진상 구속 유지 구속적부심 기각,social
조두순 이사 무산  계약파기 위약금    만원 받아가,social
조두순 부부  결국 선부동 이사 계획 접고 위약금    만원 받았다,social
조폐공사  선동열 최동원 등 프로야구 레전드   인 우표 제작,social
    단체  홍준표 대구시장 오월영령 참배 반대 ,social
학사일정 남았는데 장애인 교사 보조   월에  뚝    학년말 피해 우려,social
 중년여성이 청년에게 수천만원 건네  시민 신고에 출동해 보니,social
 자막뉴스    억 들고 튄 건강보험공단 팀장   인터폴도 못 찾은 행방,social
갓 출산한 아이 변기에 방치 살해   대 친모 항소심도 집유,social
대법  토지보상금 압류 걸려도  증액 소송  가능 ,social
현대제철 노조  게릴라 파업 유보 교섭 시작,social
 현장르포   우왕좌왕  일회용품 규제 확대 첫날   계도기간 끝날 때까지는 안 지킬 것 ,social
헌재  육군훈련소 종교행사 참석 강제는 위헌  종합 ,social
충북 고속도로 터널서 교통사고 잇달아  명 다쳐 종합 ,social
         상대 수천억 소송   심도 판정승,social
신변보호 여성 정보  이석준에 넘긴 공무원  항소심서도 징역  년,social
 이번 주 정점 지난다  잇따른 예측  그런데도  백신  강조하는 이유,social
마약 베개 초콜릿으로 위장 반입한 불법체류자  징역  년,social
 학생  교직원 인권 침해해선 안 돼  법에 명시한다,social
아동 성학대범도 공무원 될 수 있다    헌재  과잉금지원칙 침해 ,social
아내 두 아들 살해 후  기억상실  거짓 주장   대   국민참여재판 신청,social
포근했던   월은 이제  끝  본격적인 겨울 기압계로 전환,social
서울시  이태원 상인들에 금리    최대     만원 지원,social
카타르 월드컵  첫 거리응원  경찰 소방  안전  만반의 준비,social
코로나 이후  만성질환 증가  지속   대는 우울감 급증,social
불법 고래 포획 선단 꾸려 밍크고래  마리 포경   대 선장  실형  년  개월 ,social
자전거 슬쩍 하려던 도둑       관제 요원에 딱 걸려,social
법원  정진상 구속 합당하다  적부심 기각 이재명 수사 속도내나,social
정진상 수사 급물살 예상  법원  구속적부심 기각,social
 남편은 회사원  속인 조두순 아내  결국 위약금 받고 이사 포기,social
 서해 피격  서훈  검찰 출석 박지원도 조만간 조사할 듯,social
 르포  포항제철소 복구현장  열연공장 완전 복구되면 정상화 현실화 될 것,social
철도노조 태업에 무궁화호 등 열차  대 최대   분 지연,social
 단독    강용석 자택 가세연 등 압색 선거비용 사적 사용 의혹,social
     단체  홍준표 부적절 발언 사과 요구  참배 막겠다 ,social
골프장 대표에게    만원 상품권 받은 총경 실형 구형,social
아동학대 전과자  공무원 부사관  임용 금지   헌재  공무담임권 침해 ,social
고양시  추진중인  경제자유구역 에 테슬라 기가팩토리 건립 제안,social
헌재  아동 성학대 전과자 공무원 영구 임용제한 부당 ,social
    서해 공무원 피격  서훈 소환 조사 수사  부능선 넘었다,social
화물연대 총파업에    만명 참여  모든 물량 봉쇄   종합 ,social
만취 상태 지하철역서 시민 폭행 현역 공군 대위 체포,social
  훈련소 종교행사 강제참석  위헌 헌재  종교 자유 침해 ,social
광주신세계  백화점 확장 본격화  인근 상가 수십억 원에 매입,social
신생아 변기물에 방치  숨지게 한   살차 부부 항소심도  집유 ,social
김관용 민주평통 수석부의장  좌우 여야 갈등 넘어 통일 에너지 모을 것 ,social
이재명 소환 초읽기     전방위 수사,social
화물연대 파업에 포항공단 물류  스톱  현대제철  천  출하 못해,social
이주호  교육감 총회 첫 참석  현장문제 함께 해결하자 ,social
메신저피싱 수사받던   대 중국인  마약 정황 들통 구속,social
 보복 살인  이석준에 돈 받고 피해자 주소 넘긴 공무원   심도 징역  년,social
집주인 속이고 월세 계약한 조두순  결국 위약금 받고 이사 포기,social
주민센터서 분신 시도    대 남성 입건  기초생활수급비 불만 ,social
칠곡군 로또 한꺼번에  장  등 당첨 뒷이야기 무성,social
 물류 멈추자    화물연대 부산서도 총파업 출정식,social
 밥대신 빵으로  학교비정규직 파업에  급식차질  우려,social
이호진 전 태광 회장   주식처분 명령 불복 소송   심서도 승소,social
은빛 억새 물결 일렁이는 대명유수지  뉴시스    ,social
 프로필  류재철   전자    사업본부장 사장,social
 비닐봉지 안돼   그럼 물티슈는   헷갈린 일회용품 금지 첫날,social
화물연대 대구경북지역본부  구미서 무기한 총파업 출정식 개최,social
 성전환 아빠  성별 바꿀 수 있나  대법  변경 허락해야 ,social
 영상   비둘기밥 주는 아랫집  피해 호소  살 아이 방에서 깃털도 나와,social
 청계천 자율주행버스  운행시작 오세훈  과감한 도전  종합 ,social
울산교육청  학교비정규직 총파업에 급식 돌봄 대책 마련,social
헌재  지방의원은 후원회 둘 수 없도록 한 법 조항  헌법불합치 ,social
 회삿돈 횡령 혐의  조국  촌 조카 장인  심도 집행유예,social
시흥시  인간 자연 공존 가능   배곧대교 사업  기각에 유감,social
 속보 헌재  아동 성학대 전과자 공무원 영구 임용제한은 부당 ,social
지하철 공사장 인근에  푸드존  만든 광주 남구  개월 만에  휘청 ,social
헌재  육군훈련소 내 종교행사 강제 참석은 위헌 종교의 자유 침해 ,social
바닷물 여과해 하루      식수공급 완도에 해수담수화선박 투입,social
홍대입구역서 여성  명 뒤통수  퍽  만취 공군 대위 체포,social
 영상 장애물에 걸린 트럭  경찰 시민이  번쩍  막혔던 길 뚫렸다,social
헌재  육군훈련소 장병에게 종교행사 참석 강제 위헌 ,social
대법  혼인 중 아닌 성전환자 미성년 자녀 있어도 성별정정 가능  판례 변경,social
 인천 층간소음 살인미수    대   심서도 징역   년,social
집 계약만료 앞둔 조두순 이사 포기  보증 위약금 수령,social
직업훈련 규제 걷어낸다     사전승인제도    년만에 폐지,social
 단독  검찰   후원금 유용 의혹  강용석 변호사 자택 등 압수수색,social
화물연대 총파업   년짜리 안전 그만     윤석열 정부는  불법엄단 ,social
급증하는 청소년  극단 선택 에 정부  은둔 청소년 생활비 지원,social
 소달구지로 시신   구 옮겨     태안민간인학살 생생한 증언 나왔다,social
 청담동 술자리 의혹  첼리스트  거짓말했다 ,social
화물차 기사들은 왜 파업을 할까,social
경찰청  경찰병원 후보지 진해구 자은동 현장 실사,social
화물연대  총파업  출정식   정부  업무개시명령 발동 검토 ,social
코오롱  세 경영 속도 모빌리티 컨트롤타워,social
 또 걸렸어   광주 재감염률 증가세   월        누적  만   여명,social
남부내륙철도 기본 실시설계 유찰된     공구 낙찰자 선정,social
헤어지자는 내연녀 살해하려 흉기 휘두른   대  실형  년 선고 ,social
법원  정진상 적부심 기각   이재명 수사 가속화될 듯,social
학교 비정규직 파업 충북    개교 급식 차질 우려,social
차곡차곡 채워지는 구미  국가산단  입주 기업 신축공사 한창,social
 유령 직원  내세워 고용 보조금   억 꿀꺽   일당  명 기소,social
카타르 월드컵 승패 점수 돈 내기  도박일까  아닐까  ,social
 아동 성적학대자 임용제한  조항 헌재  헌법불합치 ,social
 이재명 최측근  정진상 적부심 기각 구속 유지,social
 조선 도시  거제에 국내 최초 국제 공인  로터 세일  실증센터 선다,social
 아동 성적학대 전과자 임용제한  국가공무원법 헌법불합치,social
화물연대 총파업에 한숨 커진 경기지역 시멘트 레미콘 업계,social
버스 멈추고 달려가     버스기사    대 노인 살렸다,social
총파업 돌입한 화물연대  지역 경제 물류 대란 현실화 되나,social
연내 안 팔면     세금폭탄  이것  담은 서학개미 날벼락,social
헌재  아동 성희롱범  공무원 임용 영구 제한  헌법불합치 결정,social
 손님이 불편 계도기간 그냥 쓸래요 편의점 비닐봉투 금지  유명무실 ,social
 이재명 최측근  정진상 구속 유지 법원  구속 필요성 인정 종합 ,social
  보  헌재  아동 성학대 전과자 공무원 영구 임용제한 부당 ,social
칸디다균 요로감염   년새  배 껑충  혈류감염 땐 사망 위험 최대     높아 ,social
 속보  헌재  아동 성희롱범 부사관 임용 제한  헌법불합치 ,social
화물연대 부산서도 총파업 돌입 주요 항만서 집회 종합 ,social
화물연대 총파업 돌입 정부  불법 엄단  천명,social
 대한민국  거리응원 엇갈린 여론  시기상조      즐기자 ,social
인천시민단체     세면 돌아가실 나이  폄훼발언 한민수 인천시의원 사퇴 촉구,social
경찰  김미경 은평구청장 선거법 위반 무혐의 결론,social
 이태원 참사  행안부  추모 시간 필요하다는 의견에 유족모임 구성 안돼 ,social
대법  미성년 자녀 둔 성전환자도 성별정정 가능    년 만에 판례 변경,social
경남 화물연대 파업 길어지면 조선업계 선박 건조 영향 우려,social
충북 고속도로 터널서 교통사고 잇따라  명 부상,social
육군훈련소 종교행사 참여는 위헌   개 종교 우대 ,social
 그렇게는 안 죽어  더 찔러  극단적 선택 부추긴 경찰 때린   대 무죄,social
전북개발공사 사장   일만에 사직 파문,social
 안전운임제가 정답  제주서도 화물연대 총파업 돌입,social
조두순  신분 감쪽같이 속이고 이사하려다 딱 걸렸다 보증금 위약금 돌려받아,social
 이재명 최측근  정진상 적부심 기각   구속 유지 종합 보 ,social
 뇌물수수  정진상 구속적부심 기각  청구이유 없다 ,social
 사우디 엑스포 빅딜설  사실아냐  우려 덜은 부산시  다시 총력전,social
광명서 부인 두 아들 살해   대 가장  국민참여재판 신청,social
 아동 성적학대 전과자 임용제한  국가공무원법 헌법 불합치,social
 아빠도  로 성별 변경 가능  대법원 판단   년만에 뒤집혔다,social
     유공자 명단 공개 주장한 홍준표  묘역 참배 반대 ,social
박진  사우디 네옴시티 부산엑스포  빅딜설 에  사실 아냐 ,social
 세 모자 살해  비정한    국민참여재판 신청했다,social
오늘 밤 거리응원 광화문 광장에    구조대 구급대 배치,social
헌재  지방의원 후원회 금지한 정치자금법  헌법불합치 ,social
코로나   손배소송  신천지  확산 원인 제공      신천지가 피해자 ,social
화물연대 충남 현대제철 앞 파업집회 수출 차량    여대 발묶여,social
 화물연대 총파업   제천 단양 시멘트 업계도 차질,social
   분 기다려 버스탄다   참사   광역버스 입석금지  직장인들은 웁니다,social
도로에 앉아 있는 취객에 경적 울리자  발길질 하며 난동,social
   억원 횡령  조국  장관  촌조카 장인  심도 집행유예,social
 남편은 회사원  집주인 속인 조두순 아내  위약금 받고 이사 접었다,social
  조국 딸 포르쉐 탄다  공익 위한 것    가세연  첫 재판서 혐의 부인,social
   최측근  정진상 구속적부심 기각 법원  청구 이유 없다 ,social
양산천 횡단하는 양산  교    일 개통한다,social
 내가 좋아해도 되지 않느냐  가이드 성희롱한 이장 결국 사직,social
